time_s,voltage_V,current_A,power_W,temperature_K,capacity_Ah,soc,energy_Wh,anode_potential_V,speed_m_s,speed_kmh
3217.0,3.8088888027214853,40.45218993961556,154.07789330656442,303.116274769526,18.692984731570938,0.7177890095457026,71.91256680104107,0.15338663767503924,48.46045784335772,174.4576482360878
3218.0,3.814056281446408,33.52479949853163,127.86547211160594,303.116142634624,18.703258905394065,0.7176613800572165,71.95172485753328,0.15059005371208695,45.11432164305361,162.41155791499298
3219.0,3.828751729997971,16.960460727479816,64.937393351901,303.11535255957995,18.710268745565998,0.7175743012973168,71.9785025348288,0.14346591076296006,34.34423262587848,123.63923745316254
3220.0,3.8447813743903976,0.0,0.0,303.11398870681097,18.712621936079074,0.7175450691170301,71.98752158533186,0.13594243706140102,0.0,0.0
3221.0,3.8457173123141644,-2.468684164944386e-60,-9.493861431762462e-60,303.11249705024716,18.712621936079074,0.7175450691170301,71.98752158533186,0.1356881895659446,0.0,0.0
3222.0,3.8466050324474974,-1.714805830953162e-74,-6.596180739014745e-74,303.1110058318009,18.712621936079074,0.7175450691170301,71.98752158533186,0.13538694249196687,0.0,0.0
3223.0,3.8474586282653984,-1.067181990867355e-89,-4.105938558692051e-89,303.1095150501797,18.712621936079074,0.7175450691170301,71.98752158533186,0.13507186916749048,0.0,0.0
3224.0,3.840263981906721,8.49048282672237,32.60569538845948,303.108058181146,18.71395988998933,0.7175284485715611,71.99266243130953,0.13851388746931959,25.231635278961097,90.83388700425995
3225.0,3.827986317038606,21.926554130998404,83.93454919326821,303.1068200326285,18.718182953410604,0.7174759881563899,72.00884860233896,0.14422724187719982,38.18646247470543,137.47126490893956
3226.0,3.812185193374947,38.38077699555142,146.3146297726669,303.10624043475616,18.72655651239684,0.7173719687901013,72.04082772344354,0.15141580101441612,47.5145245220561,171.05228827940195
3227.0,3.816500798589428,32.498226646277345,124.02950794825772,303.1059487652045,18.736254828238774,0.7172514928169096,72.07782322119215,0.1490001624639019,44.58473346160933,160.5050404617936
3228.0,3.8308369321355182,16.355194035202945,62.65408134229798,303.1051058872933,18.74303810027239,0.7171672285680448,72.10375089180657,0.14201858174447335,33.82920467700708,121.78513683722548
3229.0,3.8448295144311975,1.5915598207889488,6.119276172952177,303.10374135009823,18.745528857953325,0.7171362874788406,72.11330271971238,0.13542533837411952,9.002529004944039,32.40910441779854
